uuid,slug,name,website,found,num_files,sources,errors
49a48fd0-7300-4da8-b99d-518dd4fa4e9b,92-chicken,92 Chicken,https://92chickenusa.com/,0,0,,homepage_is_error_page
63abb5ca-676b-425a-a227-e696f9df9348,ab-fish-market,AB Fish Market,https://www.abfishmarketny.com/,1,2,official,error_page:https://order.abfishmarketny.com/order:200;error_page:https://www.abfishmarketny.com/menu:200;error_page:https://www.abfishmarketny.com/menus:404;error_page:https://www.abfishmarketny.com/our-menu:200;error_page:https://www.abfishmarketny.com/our-menus:200;error_page:https://www.abfishmarketny.com/food-menu:200;error_page:https://www.abfishmarketny.com/food-menus:200;error_page:https://www.abfishmarketny.com/dinner-menu:200;error_page:https://www.abfishmarketny.com/lunch-menu:200;error_page:https://www.abfishmarketny.com/brunch-menu:200;error_page:https://www.abfishmarketny.com/breakfast-menu:200;error_page:https://www.abfishmarketny.com/kids-menu:200;error_page:https://www.abfishmarketny.com/kid-menu:200;error_page:https://www.abfishmarketny.com/kids:200;error_page:https://www.abfishmarketny.com/drinks-menu:200;error_page:https://www.abfishmarketny.com/drink-menu:200;error_page:https://www.abfishmarketny.com/beverages-menu:200;error_page:https://www.abfishmarketny.com/beverage-menu:200;error_page:https://www.abfishmarketny.com/wine-menu:200;error_page:https://www.abfishmarketny.com/dessert-menu:200;error_page:https://www.abfishmarketny.com/specials:200;error_page:https://www.abfishmarketny.com/daily-specials:200;error_page:https://www.abfishmarketny.com/today-specials:200;error_page:https://www.abfishmarketny.com/buffet-menu:200;error_page:https://www.abfishmarketny.com/takeaway-menu:200;error_page:https://www.abfishmarketny.com/take-out-menu:200;error_page:https://www.abfishmarketny.com/delivery-menu:200;error_page:https://www.abfishmarketny.com/order-online/menu:404;error_page:https://www.abfishmarketny.com/order/menu:200;error_page:https://www.abfishmarketny.com/menu.html:404;error_page:https://www.abfishmarketny.com/menus.html:404;error_page:https://www.abfishmarketny.com/our-menu.html:404;error_page:https://www.abfishmarketny.com/food-menu.html:404;error_page:https://www.abfishmarketny.com/lunch-menu.html:404;error_page:https://www.abfishmarketny.com/dinner-menu.html:404;error_page:https://www.abfishmarketny.com/menu.pdf:404;error_page:https://www.abfishmarketny.com/menus.pdf:404;error_page:https://www.abfishmarketny.com/our-menu.pdf:404;error_page:https://www.abfishmarketny.com/food-menu.pdf:404;error_page:https://www.abfishmarketny.com/dinner-menu.pdf:404;error_page:https://www.abfishmarketny.com/lunch-menu.pdf:404;error_page:https://www.abfishmarketny.com/brunch-menu.pdf:404;error_page:https://www.abfishmarketny.com/breakfast-menu.pdf:404;error_page:https://www.abfishmarketny.com/kids-menu.pdf:404;error_page:https://www.abfishmarketny.com/drinks-menu.pdf:404;error_page:https://www.abfishmarketny.com/drink-menu.pdf:404;error_page:https://www.abfishmarketny.com/takeaway-menu.pdf:404;error_page:https://www.abfishmarketny.com/take-out-menu.pdf:404;error_page:https://www.abfishmarketny.com/dessert-menu.pdf:404;error_page:https://www.abfishmarketny.com/wine-menu.pdf:404;error_page:https://www.abfishmarketny.com/specials.pdf:404;error_page:https://www.abfishmarketny.com/buffet-menu.pdf:404;error_page:https://www.abfishmarketny.com/wp-content/uploads/menu.pdf:404;error_page:https://www.abfishmarketny.com/wp-content/uploads/menus.pdf:404;error_page:https://www.abfishmarketny.com/wp-content/uploads/2023/menu.pdf:404;error_page:https://www.abfishmarketny.com/wp-content/uploads/2024/menu.pdf:404;error_page:https://www.abfishmarketny.com/wp-content/uploads/2022/menu.pdf:404;error_page:https://www.abfishmarketny.com/files/menu.pdf:404;error_page:https://www.abfishmarketny.com/uploads/menu.pdf:404;error_page:https://www.abfishmarketny.com/download/menu.pdf:404;error_page:https://www.abfishmarketny.com/documents/menu.pdf:404;error_page:https://www.abfishmarketny.com/docs/menu.pdf:404;error_page:https://www.abfishmarketny.com/menu/dinner:200;error_page:https://www.abfishmarketny.com/menu/lunch:200;error_page:https://www.abfishmarketny.com/menu/brunch:200;error_page:https://www.abfishmarketny.com/menu/breakfast:200;error_page:https://www.abfishmarketny.com/menu/drinks:200;error_page:https://www.abfishmarketny.com/menu/beverages:200;error_page:https://www.abfishmarketny.com/menu/kids:200;error_page:https://www.abfishmarketny.com/menu/dessert:200;error_page:https://www.abfishmarketny.com/menu/specials:200;error_page:https://www.abfishmarketny.com/restaurant-menu:200;error_page:https://www.abfishmarketny.com/the-menu:200;error_page:https://www.abfishmarketny.com/menus-list:404;error_page:https://www.abfishmarketny.com/full-menu:200;error_page:https://www.abfishmarketny.com/complete-menu:200;error_page:https://www.abfishmarketny.com/menu-card:404;error_page:https://www.abfishmarketny.com/menu-list:404;error_page:https://www.abfishmarketny.com/food:200;error_page:https://www.abfishmarketny.com/eat:200;error_page:https://www.abfishmarketny.com/order:200;error_page:https://www.abfishmarketny.com/order-online:404
cdcdc9fb-3e53-4e3a-8629-3f8b475e5067,aged,(aged.),https://www.agednyc.com,1,7,official,error_page:https://www.agednyc.com/s/Aged-Dinner-Menu.pdf:404;fetch_failed:https://www.opentable.com/r/aged-bistro-queens?avt=eyJ2IjoyLCJtIjowLCJwIjowLCJzIjowLCJuIjowfQ&corrid=b8bac211-2480-4efb-a648-2e2a653a8176&p=2&sd=2024-11-24T21%3A30%3A00:None:None;fetch_failed:https://www.opentable.com/r/aged-bistro-queens:None:None;error_page:https://www.doordash.com/store/aged-restaurant-and-bar-forest-hills-386067/474446/?msockid=2287e33edb67698e1341f0dadae8680c:403;fetch_failed:tel:7185442976:None:None;error_page:https://www.agednyc.com/menus:404;error_page:https://www.agednyc.com/our-menu:404;error_page:https://www.agednyc.com/our-menus:404;error_page:https://www.agednyc.com/food-menu:404;error_page:https://www.agednyc.com/food-menus:404;error_page:https://www.agednyc.com/dinner-menu:404;error_page:https://www.agednyc.com/lunch-menu:404;error_page:https://www.agednyc.com/brunch-menu:404;error_page:https://www.agednyc.com/breakfast-menu:404;error_page:https://www.agednyc.com/kids-menu:404;error_page:https://www.agednyc.com/kid-menu:404;error_page:https://www.agednyc.com/kids:404;error_page:https://www.agednyc.com/drinks-menu:404;error_page:https://www.agednyc.com/drink-menu:404;error_page:https://www.agednyc.com/beverages-menu:404;error_page:https://www.agednyc.com/beverage-menu:404;error_page:https://www.agednyc.com/wine-menu:404;error_page:https://www.agednyc.com/dessert-menu:404;error_page:https://www.agednyc.com/specials:404;error_page:https://www.agednyc.com/daily-specials:404;error_page:https://www.agednyc.com/today-specials:404;error_page:https://www.agednyc.com/buffet-menu:404;error_page:https://www.agednyc.com/takeaway-menu:404;error_page:https://www.agednyc.com/take-out-menu:404;error_page:https://www.agednyc.com/delivery-menu:404;error_page:https://www.agednyc.com/order-online/menu:404;error_page:https://www.agednyc.com/order/menu:404;error_page:https://www.agednyc.com/menu.html:404;error_page:https://www.agednyc.com/menus.html:404;error_page:https://www.agednyc.com/our-menu.html:404;error_page:https://www.agednyc.com/food-menu.html:404;error_page:https://www.agednyc.com/lunch-menu.html:404;error_page:https://www.agednyc.com/dinner-menu.html:404;error_page:https://www.agednyc.com/menu.pdf:404;error_page:https://www.agednyc.com/menus.pdf:404;error_page:https://www.agednyc.com/our-menu.pdf:404;error_page:https://www.agednyc.com/food-menu.pdf:404;error_page:https://www.agednyc.com/dinner-menu.pdf:404;error_page:https://www.agednyc.com/lunch-menu.pdf:404;error_page:https://www.agednyc.com/brunch-menu.pdf:404;error_page:https://www.agednyc.com/breakfast-menu.pdf:404;error_page:https://www.agednyc.com/kids-menu.pdf:404;error_page:https://www.agednyc.com/drinks-menu.pdf:404;error_page:https://www.agednyc.com/drink-menu.pdf:404;error_page:https://www.agednyc.com/takeaway-menu.pdf:404;error_page:https://www.agednyc.com/take-out-menu.pdf:404;error_page:https://www.agednyc.com/dessert-menu.pdf:404;error_page:https://www.agednyc.com/wine-menu.pdf:404;error_page:https://www.agednyc.com/specials.pdf:404;error_page:https://www.agednyc.com/buffet-menu.pdf:404;error_page:https://www.agednyc.com/wp-content/uploads/menu.pdf:404;error_page:https://www.agednyc.com/wp-content/uploads/menus.pdf:404;error_page:https://www.agednyc.com/wp-content/uploads/2023/menu.pdf:404;error_page:https://www.agednyc.com/wp-content/uploads/2024/menu.pdf:404;error_page:https://www.agednyc.com/wp-content/uploads/2022/menu.pdf:404;error_page:https://www.agednyc.com/files/menu.pdf:404;error_page:https://www.agednyc.com/uploads/menu.pdf:404;error_page:https://www.agednyc.com/download/menu.pdf:404;error_page:https://www.agednyc.com/documents/menu.pdf:404;error_page:https://www.agednyc.com/docs/menu.pdf:404;error_page:https://www.agednyc.com/menu/dinner:404;error_page:https://www.agednyc.com/menu/lunch:404;error_page:https://www.agednyc.com/menu/brunch:404;error_page:https://www.agednyc.com/menu/breakfast:404;error_page:https://www.agednyc.com/menu/drinks:404;error_page:https://www.agednyc.com/menu/beverages:404;error_page:https://www.agednyc.com/menu/kids:404;error_page:https://www.agednyc.com/menu/dessert:404;error_page:https://www.agednyc.com/menu/specials:404;error_page:https://www.agednyc.com/restaurant-menu:404;error_page:https://www.agednyc.com/the-menu:404;error_page:https://www.agednyc.com/menus-list:404;error_page:https://www.agednyc.com/full-menu:404;error_page:https://www.agednyc.com/complete-menu:404;error_page:https://www.agednyc.com/menu-card:404;error_page:https://www.agednyc.com/menu-list:404;error_page:https://www.agednyc.com/food:404;error_page:https://www.agednyc.com/eat:404;error_page:https://www.agednyc.com/order:404;error_page:https://www.agednyc.com/order-online:404
cd100145-4d95-47db-99c3-3d509398e3b4,agora,Agora,https://www.agoraturkish.com,0,0,,homepage_is_error_page
de16b489-94fe-4f40-8076-2fafe3147f29,ajo-or-gano-restaurant,Ajo & Orégano Restaurant,https://www.ajoyoregano.com,1,8,official,error_page:https://orders2.me/:403
260d8cdb-eb5e-46e4-bfba-6d2ab84797dd,al-badawi,Al Badawi,https://www.albadawinyc.com,0,0,,homepage_is_error_page
31d6f5f8-742f-452d-8716-587805a28c9e,al-badawi,Al-Badawi,https://www.albadawinyc.com/location/upper-east-side-manhattan/,0,0,,homepage_is_error_page
4df045ba-3a2f-4d8c-a376-4eba383f6bde,al-di-la-trattoria,al di la Trattoria,https://www.aldilatrattoria.com/,0,0,,homepage_is_error_page
2b6b60ef-55b5-49c4-af72-fa90fc8183aa,alachi-masala,Alachi Masala,https://www.alachimasalany.com,0,0,,homepage_is_error_page
9dae1d1a-000c-43ab-991a-0526e0145472,aldea,Aldea,https://aldearestaurant.com/,0,0,menupages.com,homepage_is_error_page
191536af-0e98-4949-b04b-dc539b4ae5a3,alfie-s,Alfie's,https://www.alfiesnyc.com/,0,0,,homepage_is_error_page
2bfc1cfd-ecae-4332-9261-2922c6f1283b,all-antico-vinaio,All'Antico Vinaio,https://www.allanticovinaiousa.com/location/sullivan-street/,0,0,,homepage_is_error_page
41b7f53d-2387-4bda-8229-24366202ba3d,ama-on-downing,Ama on Downing,https://www.amarawbar.com/ama-raw-bar-west-village/,0,0,,homepage_is_error_page
cb876317-fb4c-4dc7-9216-ae70772ff068,amali,Amali,https://www.amalinyc.com,0,0,menupages.com,homepage_is_error_page
6ef3a675-29db-4f0a-8aeb-a9bc1a356075,american-brass,American Brass,https://www.americanbrasslic.com/,0,0,,homepage_is_error_page
91ee0f5e-bb62-4591-97e7-08d2223f74d9,american-cut,American Cut,https://www.americancutsteakhouse.com/,0,0,,homepage_is_error_page
a25470fd-b888-4450-babf-de1117b81d1d,amituofo-vegan-cuisine,Amituofo Vegan Cuisine,https://www.amituofovegan.com,1,8,official,error_page:https://www.doordash.com/store/amituofo-vegan-cuisine-brooklyn-313067/:403;error_page:https://www.beyondmenu.com/50885/brooklyn/amituofo-vegan-cuisine-11206-brooklyn-11206.aspx:200;error_page:https://www.amituofovegan.com/menus:404;error_page:https://www.amituofovegan.com/our-menu:404;error_page:https://www.amituofovegan.com/our-menus:404;error_page:https://www.amituofovegan.com/food-menu:404;error_page:https://www.amituofovegan.com/food-menus:404;error_page:https://www.amituofovegan.com/dinner-menu:404;error_page:https://www.amituofovegan.com/lunch-menu:404;error_page:https://www.amituofovegan.com/brunch-menu:404;error_page:https://www.amituofovegan.com/breakfast-menu:404;error_page:https://www.amituofovegan.com/kids-menu:404;error_page:https://www.amituofovegan.com/kid-menu:404;error_page:https://www.amituofovegan.com/kids:404;error_page:https://www.amituofovegan.com/drinks-menu:404;error_page:https://www.amituofovegan.com/drink-menu:404;error_page:https://www.amituofovegan.com/beverages-menu:404;error_page:https://www.amituofovegan.com/beverage-menu:404;error_page:https://www.amituofovegan.com/wine-menu:404;error_page:https://www.amituofovegan.com/dessert-menu:404;error_page:https://www.amituofovegan.com/specials:404;error_page:https://www.amituofovegan.com/daily-specials:404;error_page:https://www.amituofovegan.com/today-specials:404;error_page:https://www.amituofovegan.com/buffet-menu:404;error_page:https://www.amituofovegan.com/takeaway-menu:404;error_page:https://www.amituofovegan.com/take-out-menu:404;error_page:https://www.amituofovegan.com/delivery-menu:404;error_page:https://www.amituofovegan.com/order-online/menu:404;error_page:https://www.amituofovegan.com/order/menu:404;error_page:https://www.amituofovegan.com/menu.html:400;error_page:https://www.amituofovegan.com/menus.html:400;error_page:https://www.amituofovegan.com/our-menu.html:400;error_page:https://www.amituofovegan.com/food-menu.html:400;error_page:https://www.amituofovegan.com/lunch-menu.html:400;error_page:https://www.amituofovegan.com/dinner-menu.html:400;error_page:https://www.amituofovegan.com/menu.pdf:400;error_page:https://www.amituofovegan.com/menus.pdf:400;error_page:https://www.amituofovegan.com/our-menu.pdf:400;error_page:https://www.amituofovegan.com/food-menu.pdf:400;error_page:https://www.amituofovegan.com/dinner-menu.pdf:400;error_page:https://www.amituofovegan.com/lunch-menu.pdf:400;error_page:https://www.amituofovegan.com/brunch-menu.pdf:400;error_page:https://www.amituofovegan.com/breakfast-menu.pdf:400;error_page:https://www.amituofovegan.com/kids-menu.pdf:400;error_page:https://www.amituofovegan.com/drinks-menu.pdf:400;error_page:https://www.amituofovegan.com/drink-menu.pdf:400;error_page:https://www.amituofovegan.com/takeaway-menu.pdf:400;error_page:https://www.amituofovegan.com/take-out-menu.pdf:400;error_page:https://www.amituofovegan.com/dessert-menu.pdf:400;error_page:https://www.amituofovegan.com/wine-menu.pdf:400;error_page:https://www.amituofovegan.com/specials.pdf:400;error_page:https://www.amituofovegan.com/buffet-menu.pdf:400;error_page:https://www.amituofovegan.com/wp-content/uploads/menu.pdf:404;error_page:https://www.amituofovegan.com/wp-content/uploads/menus.pdf:404;error_page:https://www.amituofovegan.com/wp-content/uploads/2023/menu.pdf:404;error_page:https://www.amituofovegan.com/wp-content/uploads/2024/menu.pdf:404;error_page:https://www.amituofovegan.com/wp-content/uploads/2022/menu.pdf:404;error_page:https://www.amituofovegan.com/files/menu.pdf:404;error_page:https://www.amituofovegan.com/uploads/menu.pdf:404;error_page:https://www.amituofovegan.com/download/menu.pdf:404;error_page:https://www.amituofovegan.com/documents/menu.pdf:404;error_page:https://www.amituofovegan.com/docs/menu.pdf:404
d3853d45-8f43-4720-95e7-509f495a2308,angaar,Angaar,https://www.angaarnyc.com/,0,0,,homepage_is_error_page
88c99779-03db-41e8-9895-0f999ac5ae3e,angelo-s-pizza,Angelo's Pizza,https://www.angelosbroadway.com/,0,0,,homepage_is_error_page
4761cd64-1bcb-4b6f-be2c-6cbfb06c4ab1,ani-ramen,Ani Ramen,https://www.aniramen.com/,0,0,,homepage_is_error_page
4761cd64-1bcb-4b6f-be2c-6cbfb06c4ab1,ani-ramen,Ani Ramen,https://www.aniramen.com/,0,0,,homepage_is_error_page
